Sentence ID | Total Words | Total Characters
33144       | 15           | 67
33145       | 9            | 45
33146       | 10           | 52
33147       | 2            | 23
33148       | 20           | 108
33149       | 16           | 121
33150       | 16           | 122
33151       | 4            | 32
33152       | 14           | 84
33153       | 17           | 98
33154       | 4            | 28
33155       | 22           | 134
33156       | 25           | 167
33157       | 16           | 116
33158       | 11           | 57
33159       | 23           | 128
33160       | 12           | 68
33161       | 7            | 40
33162       | 12           | 92
33163       | 20           | 120
33164       | 7            | 51
33165       | 4            | 23
33166       | 16           | 81
33167       | 10           | 56
33168       | 3            | 34
33169       | 17           | 104
33170       | 5            | 32
33171       | 33           | 211
33172       | 5            | 19
33173       | 18           | 98
33174       | 21           | 140
33175       | 6            | 48
33176       | 14           | 106
33177       | 11           | 61
33178       | 10           | 46
33179       | 7            | 44
33180       | 6            | 24
33181       | 6            | 40
33182       | 18           | 119
33183       | 7            | 28
33184       | 21           | 127
33185       | 13           | 63
33186       | 2            | 20
33187       | 28           | 169
33188       | 5            | 27
33189       | 17           | 77
33190       | 24           | 135
33191       | 38           | 203
33192       | 18           | 133
33193       | 24           | 148
33194       | 17           | 110
33195       | 5            | 27
33196       | 13           | 76
33197       | 9            | 46
33198       | 8            | 60
33199       | 4            | 30
33200       | 6            | 26
33201       | 18           | 109
33202       | 15           | 102
33203       | 10           | 58
33204       | 9            | 52
33205       | 15           | 89
33206       | 10           | 65
33207       | 10           | 64
33208       | 23           | 139
33209       | 6            | 43
33210       | 6            | 47
33211       | 11           | 67
33212       | 6            | 45
33213       | 2            | 10
33214       | 17           | 98
33215       | 13           | 67
33216       | 9            | 57
33217       | 2            | 10
33218       | 19           | 110
33219       | 12           | 64
33220       | 10           | 54
33221       | 4            | 23
33222       | 19           | 91
33223       | 15           | 94
33224       | 13           | 66
33225       | 30           | 182
33226       | 19           | 107
33227       | 2            | 25
33228       | 33           | 182
33229       | 23           | 122
33230       | 18           | 112
33231       | 16           | 94
33232       | 10           | 57
33233       | 34           | 194
33234       | 7            | 50
33235       | 11           | 87
33236       | 23           | 148
33237       | 27           | 153
33238       | 9            | 49
33239       | 5            | 33
33240       | 19           | 111
33241       | 13           | 80
33242       | 10           | 64
33243       | 6            | 34
33244       | 5            | 24
33245       | 9            | 58
33246       | 17           | 124
33247       | 10           | 54
33248       | 22           | 161
33249       | 4            | 45
33250       | 11           | 66
33251       | 8            | 40
33252       | 10           | 66
33253       | 21           | 127
33254       | 15           | 80
33255       | 6            | 28
33256       | 21           | 116
33257       | 17           | 99
33258       | 4            | 29
33259       | 8            | 42
33260       | 8            | 51
33261       | 9            | 46
33262       | 4            | 30
33263       | 4            | 17
33264       | 12           | 70
33265       | 14           | 92
33266       | 5            | 31
33267       | 42           | 199
33268       | 3            | 16
33269       | 8            | 56
33270       | 4            | 29
33271       | 22           | 139
33272       | 5            | 41
33273       | 6            | 47
33274       | 24           | 168
33275       | 31           | 182
33276       | 19           | 117
33277       | 24           | 152
33278       | 10           | 77
33279       | 8            | 60
33280       | 34           | 256
33281       | 17           | 99
33282       | 4            | 22
33283       | 13           | 72
33284       | 19           | 98
33285       | 6            | 33
33286       | 29           | 146
33287       | 4            | 20
33288       | 4            | 23
33289       | 7            | 33
33290       | 8            | 46
33291       | 4            | 26
33292       | 22           | 137
33293       | 4            | 36
33294       | 9            | 47
33295       | 15           | 98
33296       | 4            | 23
33297       | 16           | 76
33298       | 8            | 43
33299       | 16           | 97
33300       | 16           | 89
33301       | 13           | 86
33302       | 5            | 31
33303       | 5            | 38
33304       | 8            | 42
33305       | 6            | 54
33306       | 15           | 77
33307       | 20           | 114
33308       | 21           | 122
33309       | 4            | 22
33310       | 6            | 51
33311       | 12           | 72
33312       | 16           | 86
33313       | 9            | 63
33314       | 5            | 32
33315       | 26           | 186
33316       | 11           | 66
33317       | 9            | 53
33318       | 6            | 43
33319       | 14           | 89
33320       | 6            | 45
33321       | 38           | 255
33322       | 6            | 31
33323       | 27           | 132
33324       | 5            | 31
33325       | 16           | 107
33326       | 4            | 20
33327       | 5            | 35
33328       | 9            | 48
33329       | 4            | 22
33330       | 27           | 152
33331       | 3            | 20
33332       | 4            | 27
33333       | 9            | 50
33334       | 14           | 75
33335       | 3            | 33
33336       | 9            | 45
33337       | 14           | 98
33338       | 15           | 71
33339       | 23           | 132
33340       | 11           | 47
33341       | 8            | 40
33342       | 5            | 44
33343       | 23           | 164
33344       | 4            | 24
33345       | 4            | 20
33346       | 7            | 45
33347       | 4            | 27
33348       | 4            | 33
33349       | 19           | 127
33350       | 4            | 33
33351       | 10           | 71
33352       | 4            | 32
33353       | 13           | 86
33354       | 4            | 20
33355       | 15           | 97
33356       | 4            | 21
33357       | 5            | 43
33358       | 21           | 138
33359       | 10           | 58
33360       | 22           | 144
33361       | 4            | 21
33362       | 5            | 30
33363       | 14           | 88
33364       | 6            | 62
33365       | 1            | 1
33366       | 10           | 33
33367       | 9            | 58
33368       | 11           | 68
33369       | 10           | 39
33370       | 14           | 85
33371       | 151          | 1027
33372       | 6            | 37
33373       | 8            | 60
33374       | 2            | 15
33375       | 11           | 111
33376       | 6            | 46
33377       | 17           | 143
33378       | 89           | 681
33379       | 9            | 79
33380       | 9            | 68
33381       | 6            | 54
33382       | 6            | 33
33383       | 7            | 71
33384       | 14           | 105
33385       | 20           | 139
33386       | 11           | 89
33387       | 9            | 71
33388       | 8            | 63
33389       | 12           | 99
33390       | 7            | 47
33391       | 12           | 84
33392       | 12           | 88
33393       | 12           | 89
33394       | 14           | 108
33395       | 28           | 183
33396       | 12           | 80
33397       | 11           | 87
33398       | 7            | 46
33399       | 10           | 79
33400       | 23           | 137
33401       | 9            | 59
33402       | 8            | 64
33403       | 4            | 34
33404       | 8            | 44
33405       | 15           | 86
33406       | 10           | 64
33407       | 9            | 59
33408       | 8            | 64
33409       | 4            | 38
33410       | 8            | 44
33411       | 7            | 53
33412       | 3            | 23
33413       | 20           | 131
33414       | 7            | 64
33415       | 15           | 91
33416       | 7            | 52
33417       | 10           | 58
33418       | 8            | 47
33419       | 14           | 97
33420       | 8            | 56
33421       | 9            | 61
33422       | 8            | 48
33423       | 77           | 511
33424       | 27           | 162
33425       | 8            | 53
33426       | 8            | 63
33427       | 10           | 59
33428       | 8            | 53
33429       | 21           | 148
33430       | 10           | 69
33431       | 68           | 480
33432       | 6            | 42
33433       | 20           | 132
33434       | 15           | 107
33435       | 16           | 115
33436       | 7            | 51
33437       | 12           | 74
33438       | 15           | 91
33439       | 4            | 33
33440       | 21           | 137
33441       | 8            | 78
33442       | 2            | 27
33443       | 5            | 36
33444       | 7            | 50
33445       | 4            | 26
33446       | 4            | 25
33447       | 9            | 60
33448       | 8            | 68
33449       | 8            | 53
33450       | 8            | 48
33451       | 5            | 32
33452       | 9            | 58
33453       | 8            | 57
33454       | 6            | 64
33455       | 2            | 26
33456       | 8            | 47
33457       | 2            | 30
33458       | 20           | 131
33459       | 26           | 147
33460       | 11           | 67
33461       | 14           | 90
33462       | 20           | 139
33463       | 24           | 161
33464       | 7            | 49
33465       | 20           | 160
33466       | 12           | 99
33467       | 9            | 67
33468       | 5            | 23
33469       | 7            | 81
33470       | 5            | 70
33471       | 17           | 148
33472       | 13           | 83
33473       | 13           | 85
33474       | 15           | 84
33475       | 3            | 19
33476       | 5            | 32
33477       | 4            | 32
33478       | 10           | 79
33479       | 11           | 74
33480       | 8            | 56
33481       | 7            | 53
33482       | 7            | 61
33483       | 13           | 81
33484       | 6            | 56
33485       | 55           | 356
33486       | 48           | 326
33487       | 8            | 50
33488       | 6            | 50
33489       | 20           | 140
33490       | 14           | 133
33491       | 11           | 69
33492       | 14           | 98
33493       | 25           | 192
33494       | 5            | 39
33495       | 13           | 94
33496       | 7            | 60
33497       | 72           | 824
33498       | 13           | 101
33499       | 49           | 404
33500       | 6            | 43
33501       | 11           | 60
33502       | 11           | 46
33503       | 9            | 17
33504       | 1            | 1
33505       | 35           | 226
33506       | 7            | 40
33507       | 8            | 64
33508       | 17           | 83
33509       | 13           | 69
33510       | 12           | 55
33511       | 9            | 58
33512       | 21           | 220
33513       | 66           | 527
33514       | 20           | 137
33515       | 8            | 57
33516       | 61           | 600
33517       | 16           | 114
33518       | 39           | 251
33519       | 10           | 75
33520       | 20           | 113
33521       | 25           | 142
33522       | 27           | 182
33523       | 6            | 36
33524       | 4            | 32
33525       | 13           | 103
33526       | 7            | 54
33527       | 8            | 52
33528       | 43           | 326
33529       | 8            | 53
33530       | 29           | 211
33531       | 5            | 33
33532       | 13           | 108
33533       | 26           | 206
33534       | 25           | 173
33535       | 43           | 273
33536       | 8            | 65
33537       | 19           | 104
33538       | 11           | 64
33539       | 5            | 59
33540       | 43           | 185
33541       | 15           | 108
33542       | 24           | 113
33543       | 17           | 99
33544       | 39           | 238
33545       | 17           | 131
33546       | 5            | 54
33547       | 8            | 68
33548       | 16           | 104
33549       | 12           | 110
33550       | 12           | 90
33551       | 24           | 209
33552       | 63           | 157
33553       | 174          | 1035
33554       | 26           | 169
33555       | 11           | 29
33556       | 47           | 385
33557       | 127          | 516
33558       | 54           | 365
33559       | 17           | 108
33560       | 4            | 48
33561       | 11           | 39
33562       | 13           | 99
33563       | 18           | 101
33564       | 24           | 192
33565       | 11           | 66
33566       | 6            | 42
33567       | 34           | 230
33568       | 12           | 64
33569       | 33           | 205
33570       | 8            | 51
33571       | 8            | 55
33572       | 12           | 66
33573       | 7            | 45
33574       | 24           | 163
33575       | 17           | 99
33576       | 114          | 1096
33577       | 27           | 190
33578       | 25           | 154
33579       | 8            | 97
33580       | 12           | 87
33581       | 8            | 66
33582       | 10           | 67
33583       | 7            | 39
33584       | 7            | 49
33585       | 9            | 60
33586       | 7            | 55
33587       | 16           | 140
33588       | 23           | 154
33589       | 131          | 908
33590       | 22           | 173
33591       | 9            | 63
33592       | 12           | 105
33593       | 24           | 208
33594       | 7            | 69
33595       | 8            | 66
33596       | 6            | 61
33597       | 8            | 74
33598       | 34           | 219
33599       | 46           | 334
33600       | 18           | 114
33601       | 14           | 97
33602       | 11           | 78
33603       | 16           | 105
33604       | 12           | 60
33605       | 8            | 48
33606       | 25           | 155
33607       | 19           | 109
33608       | 16           | 90
33609       | 7            | 40
33610       | 20           | 110
33611       | 13           | 77
33612       | 5            | 28
33613       | 21           | 108
33614       | 41           | 244
33615       | 9            | 46
33616       | 18           | 96
33617       | 8            | 49
33618       | 16           | 89
33619       | 10           | 67
33620       | 16           | 91
33621       | 45           | 271
33622       | 10           | 55
33623       | 9            | 50
33624       | 16           | 90
33625       | 41           | 223
33626       | 28           | 151
33627       | 33           | 206
33628       | 24           | 111
33629       | 4            | 23
33630       | 50           | 283
33631       | 28           | 163
33632       | 14           | 83
33633       | 15           | 91
33634       | 81           | 497
33635       | 11           | 65
33636       | 72           | 490
33637       | 40           | 238
33638       | 41           | 193
33639       | 13           | 85
33640       | 34           | 219
33641       | 18           | 109
33642       | 9            | 60
33643       | 15           | 83
33644       | 36           | 223
33645       | 23           | 164
33646       | 23           | 131
33647       | 16           | 96
33648       | 28           | 163
33649       | 17           | 126
33650       | 30           | 187
33651       | 13           | 57
33652       | 23           | 143
33653       | 15           | 93
33654       | 25           | 151
33655       | 2            | 5
33656       | 16           | 90
33657       | 40           | 241
33658       | 38           | 233
33659       | 25           | 130
33660       | 31           | 213
33661       | 17           | 107
33662       | 11           | 62
33663       | 28           | 169
33664       | 15           | 89
33665       | 2            | 13
33666       | 22           | 147
33667       | 2            | 12
33668       | 18           | 117
33669       | 2            | 7
33670       | 20           | 128
33671       | 13           | 83
33672       | 20           | 120
33673       | 24           | 142
33674       | 36           | 229
33675       | 19           | 127
33676       | 18           | 126
33677       | 18           | 100
33678       | 20           | 109
33679       | 16           | 102
33680       | 2            | 6
33681       | 16           | 105
33682       | 34           | 261
33683       | 11           | 51
33684       | 169          | 939
33685       | 51           | 269
33686       | 44           | 227
33687       | 27           | 167
33688       | 16           | 101
33689       | 16           | 103
33690       | 16           | 95
33691       | 18           | 89
33692       | 6            | 47
33693       | 16           | 99
33694       | 33           | 171
33695       | 4            | 26
33696       | 8            | 58
33697       | 10           | 60
33698       | 17           | 96
33699       | 15           | 81
33700       | 26           | 166
33701       | 12           | 91
33702       | 9            | 64
33703       | 68           | 336
33704       | 19           | 109
33705       | 24           | 125
33706       | 15           | 94
33707       | 13           | 79
33708       | 10           | 77
33709       | 6            | 42
33710       | 19           | 152
33711       | 37           | 221
33712       | 19           | 121
33713       | 45           | 259
33714       | 23           | 144
33715       | 23           | 131
33716       | 14           | 73
33717       | 8            | 47
33718       | 43           | 256
33719       | 28           | 155
33720       | 51           | 275
33721       | 19           | 130
33722       | 15           | 81
33723       | 33           | 189
33724       | 39           | 209
33725       | 6            | 40
33726       | 31           | 182
33727       | 9            | 59
33728       | 20           | 128
33729       | 40           | 270
33730       | 58           | 375
33731       | 29           | 165
33732       | 27           | 146
33733       | 4            | 22
33734       | 27           | 148
33735       | 21           | 113
33736       | 29           | 143
33737       | 37           | 203
33738       | 17           | 78
33739       | 16           | 88
33740       | 19           | 105
33741       | 19           | 105
33742       | 10           | 98
33743       | 31           | 227
33744       | 20           | 113
33745       | 7            | 45
33746       | 9            | 51
33747       | 9            | 50
33748       | 8            | 51
33749       | 8            | 39
33750       | 20           | 155
33751       | 28           | 155
33752       | 22           | 128
33753       | 22           | 116
33754       | 8            | 38
33755       | 14           | 69
33756       | 20           | 107
33757       | 20           | 96
33758       | 22           | 124
33759       | 13           | 81
33760       | 25           | 123
33761       | 25           | 158
33762       | 8            | 54
33763       | 25           | 125
33764       | 26           | 136
33765       | 14           | 85
33766       | 17           | 87
33767       | 47           | 237
33768       | 35           | 211
33769       | 22           | 141
33770       | 20           | 146
33771       | 8            | 44
33772       | 37           | 201
33773       | 76           | 484
33774       | 46           | 259
33775       | 41           | 232
33776       | 19           | 105
33777       | 34           | 200
33778       | 28           | 182
33779       | 10           | 69
33780       | 15           | 108
33781       | 45           | 282
33782       | 11           | 73
33783       | 29           | 152
33784       | 33           | 201
33785       | 26           | 149
33786       | 10           | 67
33787       | 14           | 80
33788       | 12           | 82
33789       | 14           | 83
33790       | 16           | 94
33791       | 17           | 113
33792       | 52           | 360
33793       | 7            | 35
33794       | 17           | 101
33795       | 14           | 71
33796       | 8            | 37
33797       | 48           | 357
33798       | 19           | 111
33799       | 38           | 237
33800       | 28           | 170
33801       | 9            | 56
33802       | 6            | 35
33803       | 40           | 217
33804       | 150          | 893
33805       | 17           | 113
33806       | 21           | 121
33807       | 32           | 183
33808       | 14           | 91
33809       | 45           | 298
33810       | 40           | 245
33811       | 38           | 216
33812       | 6            | 40
33813       | 7            | 31
33814       | 48           | 258
33815       | 136          | 881
33816       | 18           | 118
33817       | 19           | 106
33818       | 137          | 1113
33819       | 12           | 105
33820       | 22           | 158
33821       | 10           | 53
33822       | 27           | 190
33823       | 15           | 126
33824       | 18           | 88
33825       | 19           | 100
33826       | 18           | 105
33827       | 53           | 347
33828       | 13           | 69
33829       | 25           | 158
33830       | 50           | 284
33831       | 19           | 115
33832       | 29           | 176
33833       | 21           | 129
33834       | 45           | 330
33835       | 42           | 277
33836       | 12           | 77
33837       | 14           | 73
33838       | 9            | 38
33839       | 84           | 603
33840       | 40           | 273
33841       | 13           | 65
33842       | 9            | 45
33843       | 17           | 98
33844       | 20           | 119
33845       | 22           | 139
33846       | 49           | 284
33847       | 18           | 91
33848       | 23           | 122
33849       | 9            | 61
33850       | 11           | 67
33851       | 26           | 135
33852       | 42           | 235
33853       | 15           | 76
33854       | 47           | 279
33855       | 34           | 193
33856       | 31           | 171
33857       | 19           | 117
33858       | 46           | 261
33859       | 18           | 109
33860       | 19           | 106
33861       | 12           | 57
33862       | 7            | 42
33863       | 22           | 100
33864       | 15           | 73
33865       | 20           | 96
33866       | 66           | 556
33867       | 5            | 42
33868       | 13           | 100
33869       | 15           | 133
33870       | 8            | 56
33871       | 12           | 119
33872       | 9            | 80
33873       | 12           | 106
33874       | 14           | 104
33875       | 24           | 221
33876       | 31           | 240
33877       | 35           | 313
33878       | 39           | 265
33879       | 6            | 54
33880       | 7            | 70
33881       | 11           | 92
33882       | 10           | 86
33883       | 7            | 76
33884       | 13           | 122
33885       | 18           | 177
33886       | 58           | 413
33887       | 11           | 108
33888       | 21           | 159
33889       | 12           | 109
33890       | 12           | 99
33891       | 11           | 108
33892       | 18           | 147
33893       | 5            | 42
33894       | 7            | 67
33895       | 17           | 135
33896       | 7            | 57
33897       | 18           | 157
33898       | 6            | 50
33899       | 14           | 155
33900       | 4            | 41
33901       | 11           | 113
33902       | 14           | 117
33903       | 7            | 59
33904       | 7            | 89
33905       | 4            | 48
33906       | 11           | 103
33907       | 6            | 71
33908       | 7            | 79
33909       | 8            | 72
33910       | 43           | 313
33911       | 33           | 294
33912       | 4            | 28
33913       | 4            | 32
33914       | 3            | 48
33915       | 8            | 73
33916       | 16           | 140
33917       | 14           | 131
33918       | 79           | 659
33919       | 20           | 162
33920       | 9            | 81
33921       | 11           | 96
33922       | 15           | 132
33923       | 13           | 112
33924       | 20           | 187
33925       | 53           | 432
33926       | 7            | 51
33927       | 10           | 69
33928       | 4            | 31
33929       | 7            | 42
33930       | 7            | 47
33931       | 2            | 16
33932       | 8            | 78
33933       | 4            | 30
33934       | 12           | 95
33935       | 12           | 113
33936       | 7            | 44
33937       | 4            | 37
33938       | 3            | 24
33939       | 6            | 51
33940       | 7            | 57
33941       | 14           | 120
33942       | 13           | 108
33943       | 13           | 80
33944       | 12           | 77
33945       | 18           | 140
33946       | 6            | 44
33947       | 11           | 95
33948       | 7            | 75
33949       | 4            | 36
33950       | 8            | 50
33951       | 12           | 100
33952       | 8            | 69
33953       | 3            | 31
33954       | 8            | 79
33955       | 1            | 10
33956       | 9            | 69
33957       | 11           | 100
33958       | 6            | 48
33959       | 18           | 130
33960       | 11           | 94
33961       | 23           | 186
33962       | 8            | 66
33963       | 6            | 58
33964       | 10           | 61
33965       | 13           | 98
33966       | 11           | 91
33967       | 10           | 80
33968       | 6            | 46
33969       | 5            | 40
33970       | 80           | 691
33971       | 13           | 89
33972       | 11           | 74
33973       | 23           | 245
33974       | 4            | 29
33975       | 4            | 25
33976       | 15           | 118
33977       | 14           | 112
33978       | 5            | 42
33979       | 8            | 64
33980       | 12           | 104
33981       | 13           | 112
33982       | 16           | 125
33983       | 53           | 465
33984       | 171          | 1396
33985       | 12           | 120
33986       | 18           | 149
33987       | 41           | 476
33988       | 84           | 652
33989       | 6            | 46
33990       | 4            | 42
33991       | 4            | 29
33992       | 11           | 78
33993       | 8            | 69
33994       | 9            | 69
33995       | 51           | 408
33996       | 5            | 32
33997       | 15           | 112
33998       | 13           | 96
33999       | 5            | 32
34000       | 7            | 44
34001       | 20           | 120
34002       | 7            | 64
34003       | 10           | 67
34004       | 3            | 25
34005       | 17           | 136
34006       | 21           | 160
34007       | 10           | 95
34008       | 7            | 47
34009       | 7            | 63
34010       | 6            | 46
34011       | 10           | 83
34012       | 9            | 76
34013       | 22           | 163
34014       | 6            | 46
34015       | 14           | 104
34016       | 13           | 93
34017       | 3            | 24
34018       | 3            | 25
34019       | 1            | 10
34020       | 7            | 83
34021       | 10           | 83
34022       | 6            | 53
34023       | 17           | 120
34024       | 10           | 62
34025       | 5            | 45
34026       | 15           | 123
34027       | 7            | 49
34028       | 18           | 160
34029       | 23           | 171
34030       | 19           | 148
34031       | 5            | 41
34032       | 7            | 43
34033       | 10           | 61
34034       | 14           | 104
34035       | 14           | 112
34036       | 14           | 106
34037       | 27           | 191
34038       | 11           | 117
34039       | 5            | 40
34040       | 16           | 113
34041       | 9            | 72
34042       | 25           | 188
34043       | 15           | 85
34044       | 21           | 111
34045       | 6            | 33
34046       | 6            | 40
34047       | 5            | 20
34048       | 6            | 43
34049       | 15           | 120
34050       | 3            | 23
34051       | 5            | 35
34052       | 2            | 17
34053       | 7            | 48
34054       | 7            | 61
34055       | 10           | 67
34056       | 15           | 98
34057       | 13           | 78
34058       | 5            | 37
34059       | 22           | 161
34060       | 16           | 112
34061       | 2            | 12
34062       | 2            | 12
34063       | 2            | 21
34064       | 3            | 22
34065       | 3            | 35
34066       | 6            | 41
34067       | 6            | 40
34068       | 15           | 96
34069       | 10           | 67
34070       | 13           | 104
34071       | 10           | 57
34072       | 8            | 57
34073       | 10           | 53
34074       | 19           | 120
34075       | 8            | 56
34076       | 10           | 79
34077       | 8            | 77
34078       | 6            | 46
34079       | 10           | 77
34080       | 8            | 69
34081       | 3            | 30
34082       | 8            | 59
34083       | 5            | 37
34084       | 3            | 29
34085       | 3            | 26
34086       | 3            | 29
34087       | 3            | 28
34088       | 11           | 81
34089       | 8            | 67
34090       | 7            | 56
34091       | 12           | 91
34092       | 14           | 99
34093       | 9            | 68
34094       | 3            | 28
34095       | 4            | 24
34096       | 11           | 83
34097       | 2            | 15
34098       | 4            | 33
34099       | 4            | 42
34100       | 4            | 39
34101       | 8            | 72
34102       | 44           | 397
34103       | 9            | 88
34104       | 11           | 70
34105       | 7            | 49
34106       | 17           | 140
34107       | 9            | 66
34108       | 19           | 179
34109       | 21           | 192
34110       | 9            | 63
34111       | 12           | 105
34112       | 23           | 207
34113       | 57           | 382
34114       | 8            | 56
34115       | 20           | 110
34116       | 11           | 56
34117       | 19           | 87
34118       | 7            | 61
34119       | 7            | 42
34120       | 189          | 1354
34121       | 8            | 56
34122       | 5            | 30
34123       | 6            | 40
34124       | 36           | 251
34125       | 1            | 7
34126       | 29           | 143
34127       | 30           | 174
34128       | 25           | 151
34129       | 42           | 241
34130       | 22           | 104
34131       | 35           | 210
34132       | 8            | 64
34133       | 25           | 136
34134       | 19           | 106
34135       | 16           | 70
34136       | 22           | 99
34137       | 10           | 52
34138       | 14           | 73
34139       | 9            | 55
34140       | 9            | 49
34141       | 37           | 200
34142       | 21           | 162
34143       | 9            | 52
34144       | 12           | 65
34145       | 6            | 45
34146       | 9            | 59
34147       | 21           | 186
34148       | 15           | 127
34149       | 12           | 88
34150       | 12           | 77
34151       | 13           | 82
34152       | 12           | 83
34153       | 9            | 67
34154       | 13           | 96
34155       | 10           | 83
34156       | 13           | 82
34157       | 8            | 71
34158       | 4            | 17
34159       | 13           | 102
34160       | 8            | 48
34161       | 12           | 75
34162       | 12           | 85
34163       | 10           | 69
34164       | 10           | 68
34165       | 9            | 86
34166       | 8            | 64
34167       | 8            | 43
34168       | 7            | 40
34169       | 5            | 25
34170       | 15           | 110
34171       | 5            | 34
34172       | 3            | 27
34173       | 13           | 86
34174       | 6            | 44
34175       | 8            | 61
34176       | 4            | 30
34177       | 13           | 106
34178       | 19           | 152
34179       | 16           | 134
34180       | 10           | 99
34181       | 5            | 33
34182       | 18           | 116
34183       | 7            | 50
34184       | 4            | 24
34185       | 8            | 69
34186       | 4            | 33
34187       | 12           | 83
34188       | 10           | 71
34189       | 12           | 79
34190       | 16           | 121
34191       | 4            | 34
34192       | 5            | 34
34193       | 8            | 56
34194       | 15           | 104
34195       | 10           | 62
34196       | 7            | 70
34197       | 9            | 61
34198       | 9            | 57
34199       | 15           | 84
34200       | 6            | 41
34201       | 18           | 109
34202       | 7            | 53
34203       | 10           | 67
34204       | 6            | 46
34205       | 3            | 22
34206       | 7            | 41
34207       | 14           | 88
34208       | 12           | 75
34209       | 6            | 40
34210       | 12           | 87
34211       | 5            | 40
34212       | 20           | 146
34213       | 47           | 358
34214       | 23           | 155
34215       | 25           | 171
34216       | 29           | 181
34217       | 16           | 110
34218       | 22           | 134
34219       | 43           | 300
34220       | 36           | 224
34221       | 3            | 19
34222       | 22           | 137
34223       | 39           | 266
34224       | 66           | 415
34225       | 22           | 126
34226       | 6            | 39
34227       | 16           | 106
34228       | 5            | 23
34229       | 11           | 53
34230       | 18           | 143
34231       | 11           | 58
34232       | 2            | 21
34233       | 11           | 82
34234       | 1            | 8
34235       | 10           | 79
34236       | 2            | 22
34237       | 6            | 53
34238       | 9            | 58
34239       | 2            | 20
34240       | 10           | 50
34241       | 2            | 24
34242       | 25           | 172
34243       | 3            | 25
34244       | 21           | 129
34245       | 31           | 193
34246       | 42           | 290
34247       | 4            | 42
34248       | 15           | 93
34249       | 13           | 89
34250       | 43           | 247
34251       | 17           | 86
34252       | 27           | 150
34253       | 21           | 129
34254       | 24           | 131
34255       | 32           | 167
34256       | 22           | 148
34257       | 23           | 116
34258       | 40           | 211
34259       | 13           | 96
34260       | 31           | 169
34261       | 12           | 87
34262       | 5            | 40
34263       | 13           | 103
34264       | 8            | 50
34265       | 3            | 24
34266       | 13           | 78
34267       | 6            | 54
34268       | 17           | 156
34269       | 5            | 41
34270       | 8            | 78
34271       | 7            | 54
34272       | 82           | 478
34273       | 29           | 210
34274       | 88           | 651
34275       | 12           | 66
34276       | 31           | 190
34277       | 46           | 324
34278       | 20           | 138
34279       | 53           | 320
34280       | 20           | 122
34281       | 3            | 15
34282       | 12           | 73
34283       | 10           | 57
34284       | 8            | 45
34285       | 30           | 203
34286       | 5            | 40
34287       | 33           | 235
34288       | 25           | 171
34289       | 29           | 181
34290       | 16           | 110
34291       | 22           | 134
34292       | 43           | 300
34293       | 36           | 224
34294       | 3            | 19
34295       | 22           | 137
34296       | 39           | 266
34297       | 66           | 415
34298       | 22           | 126
34299       | 6            | 39
34300       | 16           | 106
34301       | 5            | 23
34302       | 11           | 53
34303       | 18           | 143
34304       | 11           | 58
34305       | 2            | 21
34306       | 11           | 82
34307       | 1            | 8
34308       | 10           | 79
34309       | 2            | 22
34310       | 6            | 53
34311       | 9            | 58
34312       | 2            | 20
34313       | 10           | 50
34314       | 2            | 24
34315       | 25           | 172
34316       | 3            | 25
34317       | 21           | 129
34318       | 31           | 193
34319       | 42           | 290
34320       | 4            | 42
34321       | 15           | 93
34322       | 13           | 89
34323       | 43           | 247
34324       | 17           | 86
34325       | 27           | 150
34326       | 21           | 129
34327       | 24           | 131
34328       | 32           | 167
34329       | 22           | 148
34330       | 23           | 116
34331       | 40           | 211
34332       | 13           | 96
34333       | 31           | 169
34334       | 45           | 294
34335       | 15           | 90
34336       | 15           | 100
34337       | 21           | 121
34338       | 10           | 56
34339       | 24           | 153
34340       | 13           | 70
34341       | 30           | 174
34342       | 41           | 264
34343       | 24           | 127
34344       | 19           | 103
34345       | 18           | 108
34346       | 17           | 95
34347       | 28           | 168
34348       | 29           | 181
34349       | 37           | 217
34350       | 51           | 315
34351       | 20           | 106
34352       | 31           | 162
34353       | 14           | 92
34354       | 14           | 93
34355       | 15           | 101
34356       | 17           | 109
34357       | 75           | 473
34358       | 15           | 100
34359       | 39           | 245
34360       | 10           | 63
34361       | 12           | 76
34362       | 40           | 238
34363       | 39           | 210
34364       | 48           | 343
34365       | 41           | 241
34366       | 17           | 98
34367       | 23           | 148
34368       | 13           | 76
34369       | 37           | 221
34370       | 46           | 237
34371       | 18           | 116
34372       | 49           | 264
34373       | 48           | 269
34374       | 22           | 126
34375       | 45           | 255
34376       | 16           | 99
34377       | 27           | 155
34378       | 18           | 110
34379       | 15           | 119
34380       | 17           | 105
34381       | 14           | 122
34382       | 23           | 145
34383       | 21           | 134
34384       | 27           | 145
34385       | 7            | 37
34386       | 20           | 128
34387       | 31           | 202
34388       | 7            | 54
34389       | 20           | 132
34390       | 27           | 160
34391       | 15           | 97
34392       | 18           | 112
34393       | 28           | 175
34394       | 25           | 150
34395       | 26           | 176
34396       | 31           | 192
34397       | 16           | 101
34398       | 20           | 132
34399       | 18           | 106
34400       | 26           | 176
34401       | 9            | 51
34402       | 3            | 21
34403       | 16           | 98
34404       | 7            | 63
34405       | 3            | 24
34406       | 12           | 82
34407       | 14           | 113
34408       | 19           | 132
34409       | 25           | 175
34410       | 48           | 325
34411       | 8            | 50
34412       | 21           | 139
34413       | 25           | 150
